Column1,Column2,channel_title,username,comment_text,emotion
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@gopalarao6063,"ఆడొక దున్నపోతు ! దున్నపోతు మీద వర్షం పడినట్లే ! ఉన్నపళంగా ప్రతిYSRP నాయకులపై, వాళ్ళ కుటుంబీకులు పై దాడులు చేస్తే కొన్ని వేల కోట్లు బయటపడతాయి ! అవన్నీ ప్రభుత్వ పరం చేసుకుంటే రాష్ట్రాన్ని చాలా అభివృద్ధి చెయ్యవచ్చు! అది అంతా ప్రజాధనం కాదా ?",anger
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@mallikarjunaraouvv,జగన్ అతని మంత్రుల ఆగడాలు సపోర్ట్ చెయ్యడం వల్ల వారందరికీ అతను దేవుడు,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@bhargavff11,గుడ్ మార్నింగ్ ఈటీవీ న్యూస్ కేటీఆర్ గారికి ఈ మెసేజ్ పంపండి సార్ ముందు అలాయంలో జరిగిన అవినీతి కాలేశ్వరం ప్రాజెక్టు ఎలా కూలిపోతుందో మేడిగడ్డ ప్రాజెక్టు ఎలా కూలిపోతుందో కార్లు రేసులో అవినీతి ఎలా చేశాడో ఫోన్ టైపింగ్ చేసి ఎంతమంది ఆడవాళ్లు జీవితాలు నాశనం చేశాడో వాళ్ల చెల్లెలు లెక్కరాణి ఎంత అవినీతి చేసిందో విజయనగరం జిల్లా నుంచి వెళ్లిపోయిన వాళ్ళ తాతలు కానించి ఇంటి వేల కోట్లు ఫామ్ హౌస్ ఎలా వచ్చింది కాదు వివరంగా చెప్పమనండి సార్,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@MarupakNaesiah,తైలుగు ఓకే అల్,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@MarupakNaesiah,తైలుగు ఓకే అల్,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@sominaidu8730,ముఖ్యనేత పేరు చెప్పడానికి యెందుకు అనుమానం,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@mannesrikanth5539,పవిత్ర గారు 😘,neutral
WCiOuQl9QGo,"7 AM  | ETV Telugu News | 24th July ""2025",ETV Andhra Pradesh,@shenkarakula9747,గుడ్ మార్నింగ్ ఈటీవీ,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@jaganv5065,1year నుంచి daily మద్యం కేసు 1st,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@MarupakNaesiah,జైశ్రీరామ్ జైశ్రీరామ్,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@the8packs_,కొంపదీసి తమన్నా నీ మింగినవా ఎం రా వెంకటేష్ నాయుడు,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@ParaNarayana-bo9bw,ఇక అందరినీ వదిలిపెట్టి ఇక వెంకటేష్ నాయుడు ఒక్కన్నే పట్టుకుని వేలాడుతుంది. వాడేమైనా ఎమ్మేల్యేనా ఎంపినా వాడికేమి సంబంధం. ఇదంతా కొండను తవ్వి ఎలుకను పట్టినట్లుంటది వ్యవహారం. లాస్టుకి అసలోళ్లను వదిలిపెట్టి కొసరోన్ని పట్టుకొని వేలాడుతుంది చూడండి ఈ ప్రభుత్వము.,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@srinivasaraokolakaluru6198,"ఈనాడు ఇన్వెస్టిగేషన్ జర్నలిజం చాలా బాగుంది. ఒక రాజకీయ పార్టీ కి, కులానికి కొమ్ముకాస్తూ ప్రజలను తప్పుదోవ పట్టించే వార్తలను రసవత్తరం గా మంచి మ్యూజిక్ బ్యాక్ గ్రౌండ్ యాడ్ చేస్తున్నారు. 👍",happiness
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@srinivasaraokolakaluru6198,"EC గారు పోలైన ఓట్లుకు, లెక్కించిన ఓట్లుకు మధ్య వున్న వ్యత్యాసం పైన సీరియస్ గా దర్యాప్తు చేసి, నిజాలను ప్రజలకు చెప్పాల్సిన బాధ్యత మీపైన వుంది. తేజస్వి యాదవ్ ని ఇబ్బంది పెట్టే చర్యలకు తెర దించండి. ప్రజాస్వామ్యం కోసం EC పనిచేయాలి. BJP, మోడీ కోసం పనిచేయవద్దు.",sadness
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@srinivasaraokolakaluru6198,"మంత్రి పార్ధసారధి కి బుద్ది మందుగించిందా? గత ప్రభుత్వం లో అక్రమాలు జరుగుతుందని తెలిసి కూడ తను MLA గా 5 ఏళ్ళు ఎందుకు కొనసాగాడు? వైసీపీ ప్రభుత్వం లో మంత్రి పదవి ఇవ్వలేదనే అక్కసుతో పార్టీ పిరాయించి, టీడీపీ లో చేరాడు.",neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@దొడ్డాsambasivaraoDodda,"ఈ టీవీ యాజమాన్యం వారికీ మనవి, వాయిస్ ఓవర్ బాగా వినబడుతుంది కానీ, రీడర్ వాయిస్ బాగా లో గా ఉంది. సరిచేయండి. 👍",neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@దొడ్డాsambasivaraoDodda,"ఈ నా కొడుకులు మొత్తాన్ని పై నుండి కింద వరకు గన్నవరం ఎయిర్పోర్ట్ లో ఉరి తీయాలి, వాళ్ళు దోచుకున్న, ఖర్చు పెట్టిన దానితో సహా ఏపీ ప్రజాపరం కావాలి. వెయిటింగ్ ఏపీ ప్రజలు. సీబీన్ గారు అర్ధం అయ్యిందా. సమాధానం కావాలి. 👍",neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@bhargavff11,గుడ్ మార్నింగ్ ఈటీవీ జగన్మోహన్ రెడ్డి గార ప్రజల సొమ్ము లక్షల కోట్లు తినేసిన మా జగనన్న భారతి ప్రపంచంలోనే అతి ఖరీదైన లగ్జరీ ప్లేట్లో లండన్ వెళ్లలేదా ఆయన ఎక్కడ అందమైన బవంతులు కట్టుకోలేదా ఆయన అనుచరులు అలాగే ఉండాలి ప్రభుత్వానికి చట్టాలకి భారత రాజ్యాంగ వ్యవస్థకు సిగ్గుపడేలాగా ప్రవర్తించిన ఈ నా కొడుకులను ఎందుకు మేడం గారు అసలు ఇంత కాలయాపన నా కొడుకుల్ని దొరికిన వెధవాన్ని దొరుకునట్టు ఎన్కౌంటర్ చేయాలి ఎవరు చేసారో కూడా ఎవరికీ తెలియకూడదు అప్పుడే ఈ యొక్క అవినీతి ప్రక్షాళన జరుగుద్ది,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@badampudivenkatanageswarar9391,భారతీయులు వారానికి ఒక్కసారి చేనేత వస్త్రాలు ధరించాలని శాసించడానికి నరేంద్ర మోడీకి ఏం అవసరం ఉంది నరేంద్ర మోడీకి ప్రజలు ఓట్లేస్తే గద్దెనెక్కిన ప్రధానమంత్రి ముందు ఆ విషయం గుర్తుంచుకోవాలి భారతదేశానికి ఏమైనా మహారాజు అనుకుంటున్నారా భారతదేశంలో మనిషికి నచ్చినటువంటి వస్త్రాన్ని ధరించి హక్కు ఉంది అలాంటిది నరేంద్ర మోడీ శాసించడానికి ఏ హక్కు ఉంది భారత రాజ్యాంగం ఎక్కడైనా రాయబడి ఉందా నరేంద్ర మోడీ చెప్పిందే శాసనమని 1975 నుంచి 77 వరకు ఇందిరా ఇందిరా గాంధీ గారు ఒక నియంత్రిగా పాలించారు అంతకంటే దారుణంగా పాలిస్తున్నాడు ఇప్పుడున్న నరేంద్ర మోడీ ప్రజాధనం ఖర్చు చేసి అవార్డులు తీసుకుని ఇంటర్నేషనల్ నరేంద్ర మోడీకి నరేంద్ర మోడీ డప్పు కొట్టుకోవడం కాదు ప్రజల శాసన శాసించడం అంటే ప్రజలంతాట ప్రజలు కోరుకోవాలి నరేంద్ర మోడీ గొప్పవాడు అని వాజ్పేయి గారి పాలనలో ప్రజలు ఎప్పుడూ కూడా ఆయన్ని తప్పు అనుకోలేదు కానీ ఒక దుష్టపాలన బిజెపిలో కొనసాగుతుంది అంటే ఏదైనా నరేంద్ర మోడీ గారి గొప్పతనమే ఈరోజు మన భారతదేశం ఆర్థికంగా ఇబ్బంది పడుతుంది అంటే 2024లో మూడోసారి నరేంద్ర మోడీకి పట్టం కట్టడమే మన భారతీయులు చేసుకున్న పొరపాటు,sadness
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@abbarajusrirangasayi4393,జగన్దగ్గర కూటమి తీర్థం తీసుకోండి,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@indiasos2707,Good morning ఈటీవీ న్యూస్. జై లోకేష్ జై అమరావతి జై AP,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@kilaruvenkateswararao,"🙏💐❤️ శుభోదయం, శుభమస్తు, 🙏💐❤️ ఈ, టి, వి, యాజమాన్యం, మరియు, శ్రోతలు, అందరికి, ధన్యవాదములు 🙏💐❤️",neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@shaiksilaiman2682,జై చంద్రబాబు జై జై చంద్రబాబు 🎉,neutral
8bxvki0H8Ss,"7 AM | ETV Telugu News | 4th August ""2025",ETV Andhra Pradesh,@shenkarakula9747,గుడ్ మార్నింగ్ ఈటీవీ,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@saravenkatarao4329,ఆది 🔥🔥🎉🎉,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@RavindarM-g8o,ఆది కి అర్థమైంది నరుకుతారు అని ఆ RP గాడికి కూడా అర్దం కావాలి.,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@sivakrishnassreeram6080,స్కిట్టు అంతా బాగుంది సుధీర్ లేని లోటు కనబడుతుంది,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@anandraj5716,నువ్వుకంగారు పడకు అది,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ravipothula1649,అరె బోకడగా వచ్చిన పని చూడు ముందు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@srinuksna6720,ఆది నువ్వు స్కిట్స్ చేస్తుంటే చూడాలినిపించే వాళ్లందిరికి చిరాకు వస్తుంది మళ్ళీ మీరు స్కిట్స్ లో పాలిటిక్స్ ఎంటర్ చేస్తున్నందుకు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@SubbuBhumireddy-o2y,అది తమ్ముడు నీకు హ్యాట్స్ప్ ప్ నీకు ఎవ్వరు సాటిరారు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@DurgaRao-t7q,జై జనసేన,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@sureshbabu-vs9mf,హైపర్ ఆది ❤❤❤,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@rajurebels3561,ఎంతమంది ఈషోలో సుధీర్ ని miss అవ్వుతున్నారు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@mnr9creations60,మళ్ళీ ఆట మొదలైంది.super super super ❤❤❤aaaaaaadiiii,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@nani-337,వాళ్ల డప్పు నువ్వు కొట్టకురా నీ డబ్బును కొట్టుకో,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@balajikuruba5486,Ore ఆదిగా వెన్నుపోటు పొడవటం Neeku తెలుసు. Cheyuta nivvadam chandraaku తెలుసు. అదిర Nagababu meeda chandraku neeku defererence,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@madhayyatandila3112,"మన తెలుగు వెండితేరా & బుల్లితేరా ఇండస్ట్రీల్ లో హీరోస్ కీ బిరుదులు ఇచ్చారు Maga Star, super star, power Star ఇలా ఎవరికీ తగ్గ వాళ్ళకి ఇచ్చారు బుల్లితేరకి సుడిగాలితో సుధీర్ గారు అందర్నీ అభిమానాన్ని పొందారు, & హైపర్ పంచెస్ తో ఆది గారు అందర్నీ nonstop గా నవ్వించరు 👏👏👏👏👏👏 ఆది గారు మీరు 👌!",neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@Kumari-l3p,మూడో ఎపిసోడ్ ఎప్పుడు వేస్తారు తొందరగా మూడో ఎపిసోడ్ కోసం ఎదురు చూస్తున్నాం,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@narayanabadugu7845,ఆపురా సొల్లు నా కొడకా,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@RAJUKASI-i5z,సూపర్ అది అన్న,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ravitejmukthavaram,Nagababu Uncle Hearty Welcome Back to Jabardast Uncle!! 😊 Hyper ఆది నీ ఈ Skit చాలా బాగుంది!! 👍🏽👌🏽👏🏽🙂 ఇన్ని Dialogues గుర్తుపెట్టుకొని అందరినీ Co-ordinate చేస్తూ Skit చేయడం అంత సులభం కాదు!! Skit చాలా బాగుంది!! 👍🏽👌🏽👏🏽🙂 ఈ Skit కు సహకరించిన వాళ్ళందరికీ కూడా చాలా ధన్యవాదాలు!! 🙏🏽🙂 Hyper ఆది కి మరోసారి అభినందనలు!! 🤝😊🙂 All The Best For Your Next Upcoming Skits Hyper ఆది!! 👍🏽🙂,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@PbrPbr-sl5ue,ఆర్టిస్ట్ లకు అన్నం పెట్టింది ఈ tv జబర్దస్త్ షో,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@sudheertallam3633,జై ఆది,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@perireddyvennapusa6862,భజన,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ilovejesus8578,One and only హైపర్ ఆది ❤️❤️❤️❤️,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@seshubhai5296,నిజంగా నాగ బాబు గారు నవ్వితే జోక్ లేకపోయినా నవ్వొస్తుంది,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@vallapudasuvenktesh3778,భజన 😂,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@badedurgarao8189,ఆది బాబు సొల్లు ఆపరా బాబు..,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@perireddyvennapusa6862,ఆది అవకాశవాదీ,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@Publicvoice727,"నాగబాబు కి అంత లేదు లే, నీ హైప్ ఆపురా డైపర్,",neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@MaheshGodam-co8yu,సుదీర్ లేడు కాబట్టి సో మంచిగా లేదు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@MuraliKrishna786Chanal,డైపర్ ఆది గాడు. వీడు ఒక చెత్త ఎదవ. వీడు పతనం దగ్గరలోనే ఉంది,anger
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@Nani_Dancer_18,*కొన్ని సంవత్సరాల తర్వాత ఈరోజు జబర్దస్త్ స్కిట్ చూసాను🎉*,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@VenkateshThalu,జై శ్రీ ధనలక్ష్మి మత,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@mohanadai243,Super super అది అన్న❤❤ అసలు అక్కడ నుచి వస్తాయి అది అన్న,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ramt6214,Great మెమరీ... ఆది 🎉,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@Leafyofficial1,బయ్య నేలమట్టం డైలాగ్ సూపర్ బయ్య,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@GaneshHotha,చెత్త ప్రోగ్రాం,anger
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@venkyrajeswari7001,సూపర్,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@saikumarganta9281,గ్యాప్ ఇయ్యారా..కొంచం గ్యాప్ ఇయ్యారా..నవ్వుకోవడానికి😂😂😂కొంచం గ్యాప్ ఇయ్యారా..,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@kaleruravi7864,20 మినిట్స్ స్కిట్ చేయటం ఎవరి వాళ్ళ కాదు ఒక హైపర్ ఆది తప్ప ప్రతివాడు ప్రతి వీడియో లో ప్రతి స్కిట్ లో జై సుదీర్ ఏంట్రా రోజుకు ఒక ఛానల్ మార్చేవాడు రష్మీ సుదీర్ అని ప్రేక్షకులు కి trp రేటింగ్ కోసం వాడు చేసిన వెధవ పనులు వాడు కనీసం అన్నం పెట్టిన జబర్దస్త్ కి కూడ రాలె నాకు తెలిసి వాడే జనాలతో కామెంట్స్ పెట్టిస్తాడేమో ఎప్పుడు అమ్మాయి ల గొడవే ఇప్పుడు చేసే ఛానల్ లో ప్రతి అమ్మాయి సంక నాకుతాడు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@charantej5641,12yrs సెలబ్రేషన్స్ లో ఒక్క అది స్కిట్ కే 1.7M views unnai 🥵🔥🔥 migatha ఎవ్వరికీ 500k కూడా touch avvaleru That's hyper Adhi 💥💥💥,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@indiradeviemani9495,Aadi12years journey చాలా బాగా చెప్పేరు 👌💐💐🍫🍫,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@mahiyt2565,డబ్బా కొట్టి పడేయడం లో ఆది గాడు తోపు 😂,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@suryareddykadapa6150,స్కిట్ చైనా అంటే నాగ పవన్ పోవడానికి స్కిట్ చేస్తున్నారా మీరు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ravik8879,20 నిమిషాలు వన్ మ్యాన్ షో సూపర్ అన్న ఎక్స్ల్లెంట్ ఫుల్ ఎంజాయ్ చేశాం మీరు ఇలాంటి స్కేట్లు మరెన్నో చేయాలని మనస్పూర్తిగా కోరుకుంటున్నాను,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@ravik8879,ఈ షోలో సుధీర్ అన్న కూడా యాడ్ అయితే ఇంకా బాగుండు లేని లోటు కనపడుతుంది అలా అయినా సూపర్ ఆది అన్న ఎక్స్ల్లెంట్ బాస్ ఇస్ బ్యాక్,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@nithin8074,నాగబాబును బాగా జోకుంరి,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@chinthaviswanathareddy2223,జబర్దస్త్ బాగుంది మధ్యలో మల్లి రాజకీయాలు ఎందుకు రా... మనల్ని ఎవర్రా ఆపేది... ఆపుతారు బాబు నాయనా,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@pk-jh5in,కృష్ణ భగవాన్ గారు ఎక్కడ,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@sirikotirajesh8058,తప్పులేదు టాలెంట్ ని అభినందించవచ్చు. ఆది బ్రదర్ మీరు గ్రేట్ 👍,sadness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@luckykasi8713,వీడికి పిసకడం... బాగా అలవాటు,neutral
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@SravanSravan-r6t,సూపర్ ఆది అన్న,happiness
r8jybRShARo,Hyper Aadi Special Comedy Skit | Jabardasth | 12 Years Mega Celebrations | Full Episode on ETV Win,ETV Jabardasth,@lehakshsainik5044,సూపర్..,happiness
zPLg7-S83P0,Chammak Chandra Top 5 Skits | Extra Jabardasth | 12th August 2025 | ETV Telugu,ETV Originals,@brahmalingaswamy1487,రంకు రోజా కు ఒక్కడు సరిపోడు నలుగురు వేస్తె కానీ పందికి దూలతీరదు రంకు లంజ,neutral
UqdIskofvpc,Chammak Chandra Top 5 Skits | Extra Jabardasth | 9th July 2025 | ETV Telugu,ETV Originals,@TitusBalla,చంద్ర కిట్స్ సూపర్,happiness
UqdIskofvpc,Chammak Chandra Top 5 Skits | Extra Jabardasth | 9th July 2025 | ETV Telugu,ETV Originals,@SantoshU-b7g,Roja నిను chusthe. Na sulli ni pukulo sulli petalanipisuthudi nuu supar,neutral
UqdIskofvpc,Chammak Chandra Top 5 Skits | Extra Jabardasth | 9th July 2025 | ETV Telugu,ETV Originals,@koppularavinderreddy9802,చంద్ర వస్తే జబర్దస్త్ సూపర్,happiness
UqdIskofvpc,Chammak Chandra Top 5 Skits | Extra Jabardasth | 9th July 2025 | ETV Telugu,ETV Originals,@YvvSatyanaryana,సూపర్ సూపర్ సూపర్,happiness
UqdIskofvpc,Chammak Chandra Top 5 Skits | Extra Jabardasth | 9th July 2025 | ETV Telugu,ETV Originals,@yvr655,😅😂 ..Yes! మగాడు పెళ్ళాం దగ్గర తొందరపడి నోరు జారకూడదు...,neutral
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@pentahema5972,జబర్దస్త్ నుంచి సక్సెస్ అయిన వ్యక్తులని సుదీర్ ఒకడు సుధీర్ ని కూడా పిలిస్తే బాగుంటుంది జై సుధీర్,neutral
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@tejamaripi4293,రోజా ముండా రాలేదు ఏం😂,neutral
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@Rajuraju-j9v5o,హాయ్ అండి నమస్కారం అందరు కూడా ఈ సోకి సుధీర్ అన్నయ్య వచ్చి ఉంటే ఇంకా బాగున్ను రష్మీ వదిన లో ఇంకా ఆనందం చూసింది,neutral
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@govindamandagudi6552,అప్పారావు గారు మళ్ళీ పాత జబర్దస్త్ నీ గుర్తుచేశారు చాలా బాగా ఎంజాయ్ చేశాను ఒక్కప్పుడు మీరు సేమ్ స్కిట్ చేశారు అప్పుడు ఇప్పుడు సేమ్ ఎనర్జీ,neutral
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@naravaganesh4732,Gatup శ్రీను హైలైట్ అసలు🔥🔥🔥🔥🔥👌👌👌,happiness
oRK1kruEcnE,"Jabardasth | 12 Years Mega Celebrations | 1st August 2025 | Full Episode | Rashmi, Naga Babu, Aadi",ETV Jabardasth,@s.diwakar4011,నాగబాబు సార్ అంటే అలా ఉంటది అంటే సుధీర్ అన్న లేకపోవడం ఒక లోటు,sadness
